,name,model_unique_name,acc_OTI,distance_OTI,distance_P14,distance_OT3,synthetic_EC50_OTI,synthetic_EC50_P14,synthetic_EC50_OT3
859,restful-sweep-860,run_c7b68d1dc6590a601f2e3a29d378664b,0.5282706022262573,1.0149840459476707,2.341507893304301,1.509475679090335,0.6005360561582649,2.178742514970061,0.3345420088439674
860,cool-sweep-861,run_350f5a3f1f7f1ace25eb465e4bd9c3bd,0.5702616572380066,0.8679770261646459,2.226973326075123,1.2615413771320279,0.5879514996809183,1.9672019597169315,0.3375236891977255
861,efficient-sweep-862,run_245ae6bd28c2602f9821764610921e46,0.68883216381073,0.6547543075941289,2.6767827980402834,1.31650031585597,0.49940012763241814,2.4777626565051727,0.5970309538850281
862,revived-sweep-863,run_7dd861a435e2d88bdb2834ce908e15af,0.5641353130340576,0.9345756222080409,2.6782525857376167,1.3296399241945676,0.6965156349712825,2.554463799673381,0.3379532533164879
863,young-sweep-864,run_f2c2188d6472a3ca5fd31bcc371fec49,0.5752393007278442,0.8896745373324825,2.765024496461623,1.225129500947568,0.732737715379707,2.650381056069679,0.4111560328490213
864,twilight-sweep-865,run_e9c746fe4327274582e4fa2311888d55,0.6022973656654358,0.8135035098915123,2.332852476864453,1.3278963992419461,0.5747287811104023,2.0863636363636373,0.34048010107390975
865,rare-sweep-866,run_a36ec9c8141e89e4938aa1300e26b691,0.5479259490966797,0.9342437779195915,2.3920794774088194,1.3365887555274798,0.5523675813656664,2.2123298856831797,0.32380290587492194
866,faithful-sweep-867,run_b422d4c57b99d95106925b5359be5ede,0.43178045749664307,1.5589278876834718,4.04047359825803,1.9017687934301963,1.5589278876834727,4.04047359825803,1.9017687934301963
867,fragrant-sweep-868,run_1a64d81a0cff3489cd5edd577ec59309,0.533503532409668,0.9470835992342056,2.3074305933587382,1.2568161718256476,0.6278493937460108,2.095345672291781,0.34090966519267163
868,cosmic-sweep-869,run_3c7fa8e54fd65cd148558543c1477621,0.5760051012039185,0.9000127632418635,2.62468698965705,1.3401516108654457,0.6504658583280148,2.4953456722917804,0.35965887555274867
869,rural-sweep-870,run_3ad4a1e4bbd7df89da0cfb0754678dd6,0.5896617770195007,0.8561072112316529,2.6240881872618407,1.326152874289324,0.5927760051052973,2.432906913445837,0.34828806064434686
870,youthful-sweep-871,run_8053ccb8fb722a8447a74b5c54f7a3e5,0.5597957968711853,0.9095086151882578,2.6068317909635286,1.2603537586860392,0.6395915762603698,2.4882689167120318,0.3181174984207202
871,chocolate-sweep-872,run_639e0a2b319c1d19396f515648d3576a,0.43178045749664307,1.5589278876834718,4.04047359825803,1.9017687934301963,1.5589278876834727,4.04047359825803,1.9017687934301963
872,restful-sweep-873,run_c677fdb589fbe0d8f4c7d50e51bbc2f6,0.5388640761375427,0.9396043395022337,2.007539466521503,1.3808085912823753,0.5631908104658587,1.7278443113772464,0.384699936828805
873,likely-sweep-874,run_1ce34173a70aa4eb54c5c457b459571d,0.6002552509307861,0.8116400765794513,2.160125204137181,1.2520151610865446,0.46284620293554546,1.9752585737615682,0.2695009475679102
874,ruby-sweep-875,run_d6a5378c029ed44af4425b9e0fe460c6,0.5902999639511108,0.8423994894703255,2.6587642896026136,1.2325078963992424,0.6931716656030638,2.519080021774634,0.416260265319015
875,grateful-sweep-876,run_2e03a99128f3e9c3ceaae462fd73785f,0.546394407749176,0.9543075941289089,2.3541916167664683,1.387024636765635,0.5585960433950221,2.1664942841589556,0.320341124447254
876,apricot-sweep-877,run_635d67e7ded8c517471478aba79799bc,0.5605615973472595,0.9368474792597321,2.6378606423516606,1.3106380290587496,0.712878111040205,2.535193249863909,0.34022741629816966
877,logical-sweep-878,run_5e0014cbfe2d8fc1526c393ec94399c7,0.6432673931121826,0.7388130185067008,2.5949646162221023,1.1924320909665196,0.5827440970006368,2.468780620577029,0.3818951358180674
878,peach-sweep-879,run_ac877b0cb658b24fc26bd758a3cdfae2,0.520995557308197,0.9819272495213786,2.3045454545454556,1.3383828174352497,0.6753541799617109,2.054572672836147,0.27682880606443416
879,still-sweep-880,run_31778b173eedef8ce2a3fb06c7e1f643,0.61238032579422,0.8151627313337588,2.7505443658138278,1.3303474415666456,0.6450031908104654,2.6201143168209042,0.43258370183196493
880,fallen-sweep-881,run_5592961cf55e3fe5552d64d36c21174c,0.6846203207969666,0.6575622208040843,2.6661676646706596,1.3097536323436514,0.5310019144862792,2.467909635274905,0.6171193935565396
881,faithful-sweep-882,run_d535bdd0610f26879cc8ae6c82411048,0.4944479763507843,1.0307083599234206,2.1243059335873715,1.353063802905875,0.6260114869176776,1.8815187806205775,0.3140492735312694
882,balmy-sweep-883,run_c6d593a5efa69bcf3b1c2c22274d1146,0.5978302359580994,0.8515634971282706,2.883369624387589,1.3174352495262163,0.717089980855136,2.7675285792052273,0.5744662034112432
883,dandy-sweep-884,run_92fc9178e1fdb63d10607b6223ebf3b4,0.43178045749664307,1.5589278876834718,4.04047359825803,1.9017687934301963,1.5589278876834727,4.04047359825803,1.9017687934301963
884,legendary-sweep-885,run_50b4fbc1e3d1f72130de171a5ad61e13,0.580599844455719,0.8507977026164646,2.3967610234077306,1.2873910296904612,0.577409061901723,2.169542732716385,0.4228048010107392
885,vital-sweep-886,run_1726934c28d534c3ccd402283a91e14c,0.552265465259552,0.9214550095724314,2.450925421883507,1.2139861023373342,0.647760051052968,2.2410179640718573,0.43303853442830104
886,faithful-sweep-887,run_26ab8c423279e1f21c7604962d8e4c67,0.5867262482643127,0.8578174856413529,2.5768372346216664,1.2582059380922301,0.6271601786853856,2.3416712030484503,0.4863802905874929
